arm,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,invitations,referenceNodesKnown,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation
draconic-gated-bodies,w109-alliance-v1,20260813,0,23,4152119662,alliance-abstainer,ascended,2,1922,0,113,1,1,809,10,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,24,2511588127,alliance-abstainer,stagnated,3,1090,0,71,6,6,413,8,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,25,871056592,alliance-abstainer,stagnated,3,1221,0,71,0,0,547,8,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,26,3525492353,alliance-abstainer,stagnated,3,1074,0,71,52,340,950,10,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,27,1884960818,alliance-abstainer,truncated,0,2400,0,139,0,0,571,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,28,244429283,alliance-abstainer,stagnated,3,1106,0,71,70,436,783,8,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,29,2898865044,alliance-abstainer,stagnated,3,1102,0,71,19,19,721,10,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,30,1258333509,alliance-abstainer,stagnated,3,1092,0,71,14,14,483,9,17
draconic-gated-bodies,w109-alliance-v1,20260813,0,31,3912769270,alliance-abstainer,truncated,0,2400,0,148,1,1,757,9,25
draconic-gated-bodies,w109-alliance-v1,20260813,0,32,2272237735,alliance-abstainer,stagnated,3,1105,0,71,0,0,516,10,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,33,631706200,alliance-abstainer,stagnated,3,1105,0,71,1,1,480,10,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,34,3286141961,alliance-abstainer,stagnated,3,1089,0,71,0,0,498,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,35,1645610426,alliance-abstainer,truncated,0,2400,0,137,0,0,634,9,23
draconic-gated-bodies,w109-alliance-v1,20260813,0,36,5078891,alliance-abstainer,ascended,2,1682,0,112,15,15,1044,10,17
draconic-gated-bodies,w109-alliance-v1,20260813,0,37,2659514652,alliance-abstainer,ascended,2,1682,0,128,13,13,1052,9,18
draconic-gated-bodies,w109-alliance-v1,20260813,0,38,1018983117,alliance-abstainer,stagnated,3,1074,0,71,0,0,472,9,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,39,3673418878,alliance-abstainer,truncated,0,2400,0,159,3,3,730,8,21
draconic-gated-bodies,w109-alliance-v1,20260813,0,40,2032887343,alliance-abstainer,stagnated,3,1121,0,71,71,346,907,10,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,41,392355808,alliance-abstainer,stagnated,3,1436,0,71,21,21,387,7,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,42,3046791569,alliance-abstainer,stagnated,3,1089,0,71,0,0,605,10,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,43,1406260034,alliance-abstainer,truncated,0,2400,0,141,1,1,571,8,19
draconic-gated-bodies,w109-alliance-v1,20260813,0,44,4060695795,alliance-abstainer,ascended,2,1682,0,108,8,8,918,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,45,2420164260,alliance-abstainer,truncated,0,2400,0,138,0,0,486,8,21
draconic-gated-bodies,w109-alliance-v1,20260813,0,46,779632725,alliance-abstainer,stagnated,3,1540,0,90,13,13,757,8,18
draconic-gated-bodies,w109-alliance-v1,20260813,0,47,3434068486,alliance-abstainer,stagnated,3,1089,0,71,0,0,571,9,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,48,1793536951,alliance-abstainer,stagnated,3,1138,0,71,70,348,677,8,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,49,153005416,alliance-abstainer,ascended,2,1682,0,112,110,318,1194,7,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,50,2807441177,alliance-abstainer,stagnated,3,1089,0,71,71,361,877,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,51,1166909642,alliance-abstainer,stagnated,3,1139,0,71,0,0,455,8,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,52,3821345403,alliance-abstainer,stagnated,3,1122,0,71,2,2,539,9,16
draconic-gated-bodies,w109-alliance-v1,20260813,0,53,2180813868,alliance-abstainer,stagnated,3,1121,0,71,71,313,703,8,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,54,540282333,alliance-abstainer,truncated,0,2400,0,153,85,139,993,9,31
draconic-gated-bodies,w109-alliance-v1,20260813,0,55,3194718094,alliance-abstainer,stagnated,3,1121,0,71,0,0,577,9,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,56,1554186559,alliance-abstainer,ascended,2,1682,0,109,7,7,1481,10,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,57,4208622320,alliance-abstainer,stagnated,3,1105,0,71,47,515,1027,9,8
draconic-gated-bodies,w109-alliance-v1,20260813,0,58,2568090785,alliance-abstainer,stagnated,3,1075,0,71,0,0,577,10,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,59,927559250,alliance-abstainer,ascended,2,1682,0,108,101,155,1184,8,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,60,3581995011,alliance-abstainer,stagnated,3,1050,0,71,0,0,590,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,61,1941463476,alliance-abstainer,stagnated,3,1089,0,71,0,0,429,8,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,62,300931941,alliance-abstainer,truncated,0,2400,0,135,0,0,626,9,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,63,2955367702,alliance-abstainer,stagnated,3,1087,0,71,70,286,765,8,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,64,1314836167,alliance-abstainer,stagnated,3,1078,0,71,0,0,551,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,65,3969271928,alliance-abstainer,stagnated,3,1154,0,71,70,312,833,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,66,2328740393,alliance-abstainer,stagnated,3,1106,0,71,40,570,953,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,67,688208858,alliance-abstainer,stagnated,3,1105,0,71,0,0,581,10,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,68,3342644619,alliance-abstainer,stagnated,3,1106,0,71,29,29,376,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,69,1702113084,alliance-abstainer,stagnated,3,1153,0,71,14,14,521,9,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,70,61581549,alliance-abstainer,stagnated,3,1122,0,71,48,409,834,8,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,71,2716017310,alliance-abstainer,ascended,2,1682,0,118,108,331,1533,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,72,1075485775,alliance-abstainer,stagnated,3,1089,0,71,0,0,434,9,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,73,3729921536,alliance-abstainer,stagnated,3,1106,0,71,0,0,510,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,74,2089390001,alliance-abstainer,stagnated,3,1075,0,71,0,0,449,10,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,75,448858466,alliance-abstainer,ascended,2,1682,0,112,20,20,954,8,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,76,3103294227,alliance-abstainer,stagnated,3,1089,0,71,49,430,1002,10,8
draconic-gated-bodies,w109-alliance-v1,20260813,0,77,1462762692,alliance-abstainer,stagnated,3,1169,0,71,1,1,408,9,8
draconic-gated-bodies,w109-alliance-v1,20260813,0,78,4117198453,alliance-abstainer,stagnated,3,1074,0,71,0,0,561,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,79,2476666918,alliance-abstainer,stagnated,3,1105,0,71,71,380,894,9,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,80,836135383,alliance-abstainer,truncated,0,2400,0,140,0,0,668,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,81,3490571144,alliance-abstainer,stagnated,3,1073,0,71,41,43,602,10,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,82,1850039609,alliance-abstainer,stagnated,3,1105,0,71,0,0,377,9,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,83,209508074,alliance-abstainer,truncated,0,2400,0,149,1,1,939,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,84,2863943835,alliance-abstainer,ascended,2,1922,0,107,20,20,1302,10,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,85,1223412300,alliance-abstainer,stagnated,3,1544,0,83,82,341,908,10,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,86,3877848061,alliance-abstainer,stagnated,3,1089,0,71,55,405,1064,10,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,87,2237316526,alliance-abstainer,stagnated,3,1121,0,71,60,327,891,8,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,88,596784991,alliance-abstainer,stagnated,3,1089,0,71,48,444,1010,10,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,89,3251220752,alliance-abstainer,stagnated,3,1068,0,71,0,0,451,7,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,90,1610689217,alliance-abstainer,ascended,2,1682,0,111,111,118,1054,10,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,91,4265124978,alliance-abstainer,stagnated,3,1090,0,71,14,14,446,9,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,92,2624593443,alliance-abstainer,stagnated,3,1091,0,71,27,203,617,8,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,93,984061908,alliance-abstainer,stagnated,3,1153,0,71,26,430,686,9,7
draconic-gated-bodies,w109-alliance-v1,20260813,0,94,3638497669,alliance-abstainer,stagnated,3,1105,0,71,0,0,501,9,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,95,1997966134,alliance-abstainer,ascended,2,2162,0,135,8,8,969,10,19
draconic-gated-bodies,w109-alliance-v1,20260813,0,96,357434599,alliance-abstainer,stagnated,3,1105,0,71,47,415,983,10,7
draconic-gated-bodies,w109-alliance-v1,20260813,0,97,3011870360,alliance-abstainer,truncated,0,2400,0,148,2,2,552,7,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,98,1371338825,alliance-abstainer,stagnated,3,1170,0,71,14,14,463,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,99,4025774586,alliance-abstainer,stagnated,3,1074,0,71,71,414,972,9,13
orc-gated-seeker,w109-alliance-v1,20260813,0,0,3229639303,alliance-seeker,ascended,2,1682,1,111,0,0,3534,58,6983
orc-gated-seeker,w109-alliance-v1,20260813,0,1,1589107768,alliance-seeker,truncated,0,2400,0,79,0,0,1920,38,20342
orc-gated-seeker,w109-alliance-v1,20260813,0,2,4243543529,alliance-seeker,ascended,2,1922,0,106,0,0,2634,43,12832
orc-gated-seeker,w109-alliance-v1,20260813,0,3,2603011994,alliance-seeker,stagnated,3,369,0,0,0,0,0,0,50
orc-gated-seeker,w109-alliance-v1,20260813,0,4,962480459,alliance-seeker,ascended,2,1682,0,107,0,0,3761,59,5650
orc-gated-seeker,w109-alliance-v1,20260813,0,5,3616916220,alliance-seeker,stagnated,3,363,0,0,0,0,0,0,64
orc-gated-seeker,w109-alliance-v1,20260813,0,6,1976384685,alliance-seeker,ascended,2,1922,0,108,0,0,1952,46,10940
orc-gated-seeker,w109-alliance-v1,20260813,0,7,335853150,alliance-seeker,truncated,0,2400,0,106,0,0,2193,37,23367
orc-gated-seeker,w109-alliance-v1,20260813,0,8,2990288911,alliance-seeker,ascended,2,1682,0,125,0,0,2682,63,5259
orc-gated-seeker,w109-alliance-v1,20260813,0,9,1349757376,alliance-seeker,truncated,0,2400,0,90,0,0,1843,35,20137
orc-gated-seeker,w109-alliance-v1,20260813,0,10,4004193137,alliance-seeker,stagnated,3,238,0,0,0,0,0,0,26
orc-gated-seeker,w109-alliance-v1,20260813,0,11,2363661602,alliance-seeker,truncated,0,2400,0,74,0,0,1420,33,23129
orc-gated-seeker,w109-alliance-v1,20260813,0,12,723130067,alliance-seeker,stagnated,3,246,0,0,0,0,0,0,47
orc-gated-seeker,w109-alliance-v1,20260813,0,13,3377565828,alliance-seeker,ascended,2,2162,5,170,0,0,3839,50,17011
orc-gated-seeker,w109-alliance-v1,20260813,0,14,1737034293,alliance-seeker,stagnated,3,407,0,2,2,2,2,0,58
orc-gated-seeker,w109-alliance-v1,20260813,0,15,96502758,alliance-seeker,ascended,2,1922,0,105,0,0,1810,47,9742
orc-gated-seeker,w109-alliance-v1,20260813,0,16,2750938519,alliance-seeker,ascended,2,1682,0,100,0,0,3375,55,6010
orc-gated-seeker,w109-alliance-v1,20260813,0,17,1110406984,alliance-seeker,truncated,0,2400,0,70,0,0,1389,34,22589
orc-gated-seeker,w109-alliance-v1,20260813,0,18,3764842745,alliance-seeker,ascended,2,1922,0,120,0,0,15579,432,1550
orc-gated-seeker,w109-alliance-v1,20260813,0,19,2124311210,alliance-seeker,ascended,2,1922,0,105,0,0,5346,64,7126
orc-gated-seeker,w109-alliance-v1,20260813,0,20,483779675,alliance-seeker,stagnated,3,438,0,0,0,0,0,0,54
orc-gated-seeker,w109-alliance-v1,20260813,0,21,3138215436,alliance-seeker,stagnated,3,128,0,0,0,0,0,0,19
orc-gated-seeker,w109-alliance-v1,20260813,0,22,1497683901,alliance-seeker,ascended,2,1922,0,124,0,0,23398,532,600
orc-gated-seeker,w109-alliance-v1,20260813,0,23,4152119662,alliance-seeker,ascended,2,1922,1,122,0,0,3965,62,6359
orc-gated-seeker,w109-alliance-v1,20260813,0,24,2511588127,alliance-seeker,ascended,2,1922,0,111,0,0,3105,47,11635
orc-gated-seeker,w109-alliance-v1,20260813,0,25,871056592,alliance-seeker,stagnated,3,85,0,0,0,0,0,0,23
orc-gated-seeker,w109-alliance-v1,20260813,0,26,3525492353,alliance-seeker,ascended,2,1922,0,107,0,0,2210,42,10738
orc-gated-seeker,w109-alliance-v1,20260813,0,27,1884960818,alliance-seeker,ascended,2,1922,0,109,0,0,2690,49,6361
orc-gated-seeker,w109-alliance-v1,20260813,0,28,244429283,alliance-seeker,truncated,0,2400,0,88,0,0,1873,35,21231
orc-gated-seeker,w109-alliance-v1,20260813,0,29,2898865044,alliance-seeker,ascended,2,2162,0,106,0,0,2100,37,16235
orc-gated-seeker,w109-alliance-v1,20260813,0,30,1258333509,alliance-seeker,stagnated,3,364,0,0,0,0,0,0,22
orc-gated-seeker,w109-alliance-v1,20260813,0,31,3912769270,alliance-seeker,stagnated,3,369,0,0,0,0,0,0,58
orc-gated-seeker,w109-alliance-v1,20260813,0,32,2272237735,alliance-seeker,ascended,2,1682,0,109,0,0,3741,62,4887
orc-gated-seeker,w109-alliance-v1,20260813,0,33,631706200,alliance-seeker,ascended,2,1682,0,105,0,0,3611,54,4728
orc-gated-seeker,w109-alliance-v1,20260813,0,34,3286141961,alliance-seeker,ascended,2,1682,0,101,0,0,3885,58,6729
orc-gated-seeker,w109-alliance-v1,20260813,0,35,1645610426,alliance-seeker,ascended,2,2162,0,100,0,0,1371,31,20477
orc-gated-seeker,w109-alliance-v1,20260813,0,36,5078891,alliance-seeker,ascended,2,2162,0,103,0,0,2353,42,12606
orc-gated-seeker,w109-alliance-v1,20260813,0,37,2659514652,alliance-seeker,stagnated,3,208,0,0,0,0,0,0,37
orc-gated-seeker,w109-alliance-v1,20260813,0,38,1018983117,alliance-seeker,ascended,2,1922,0,101,0,0,3004,42,14060
orc-gated-seeker,w109-alliance-v1,20260813,0,39,3673418878,alliance-seeker,stagnated,3,365,0,0,0,0,0,0,27
orc-gated-seeker,w109-alliance-v1,20260813,0,40,2032887343,alliance-seeker,truncated,0,2400,0,84,0,0,2198,36,19087
orc-gated-seeker,w109-alliance-v1,20260813,0,41,392355808,alliance-seeker,stagnated,3,395,0,0,0,0,0,0,62
orc-gated-seeker,w109-alliance-v1,20260813,0,42,3046791569,alliance-seeker,stagnated,3,228,0,0,0,0,0,0,20
orc-gated-seeker,w109-alliance-v1,20260813,0,43,1406260034,alliance-seeker,stagnated,3,304,0,0,0,0,0,0,35
orc-gated-seeker,w109-alliance-v1,20260813,0,44,4060695795,alliance-seeker,ascended,2,1922,0,118,0,0,3243,43,10893
orc-gated-seeker,w109-alliance-v1,20260813,0,45,2420164260,alliance-seeker,ascended,2,2162,0,105,0,0,15657,396,2846
orc-gated-seeker,w109-alliance-v1,20260813,0,46,779632725,alliance-seeker,stagnated,3,221,0,0,0,0,0,0,30
orc-gated-seeker,w109-alliance-v1,20260813,0,47,3434068486,alliance-seeker,ascended,2,1922,0,123,0,0,1733,45,10851
orc-gated-seeker,w109-alliance-v1,20260813,0,48,1793536951,alliance-seeker,stagnated,3,379,0,0,0,0,0,0,57
orc-gated-seeker,w109-alliance-v1,20260813,0,49,153005416,alliance-seeker,ascended,2,2162,0,112,0,0,2554,43,14129
orc-gated-seeker,w109-alliance-v1,20260813,0,50,2807441177,alliance-seeker,stagnated,3,434,0,0,0,0,0,0,42
orc-gated-seeker,w109-alliance-v1,20260813,0,51,1166909642,alliance-seeker,truncated,0,2400,0,102,0,0,1108,37,22186
orc-gated-seeker,w109-alliance-v1,20260813,0,52,3821345403,alliance-seeker,truncated,0,2400,0,99,0,0,2239,35,22720
orc-gated-seeker,w109-alliance-v1,20260813,0,53,2180813868,alliance-seeker,truncated,0,2400,0,75,0,0,1698,28,20405
orc-gated-seeker,w109-alliance-v1,20260813,0,54,540282333,alliance-seeker,stagnated,3,306,0,0,0,0,0,0,30
orc-gated-seeker,w109-alliance-v1,20260813,0,55,3194718094,alliance-seeker,stagnated,3,391,0,0,0,0,0,0,80
orc-gated-seeker,w109-alliance-v1,20260813,0,56,1554186559,alliance-seeker,ascended,2,1922,0,107,0,0,2356,52,8701
orc-gated-seeker,w109-alliance-v1,20260813,0,57,4208622320,alliance-seeker,ascended,2,1922,0,119,0,0,2548,43,10079
orc-gated-seeker,w109-alliance-v1,20260813,0,58,2568090785,alliance-seeker,truncated,0,2400,0,94,0,0,1869,31,24080
orc-gated-seeker,w109-alliance-v1,20260813,0,59,927559250,alliance-seeker,stagnated,3,358,0,0,0,0,0,0,42
orc-gated-seeker,w109-alliance-v1,20260813,0,60,3581995011,alliance-seeker,ascended,2,2162,0,108,0,0,2892,39,18777
orc-gated-seeker,w109-alliance-v1,20260813,0,61,1941463476,alliance-seeker,stagnated,3,407,0,0,0,0,0,0,53
orc-gated-seeker,w109-alliance-v1,20260813,0,62,300931941,alliance-seeker,ascended,2,2162,0,109,0,0,1572,41,15839
orc-gated-seeker,w109-alliance-v1,20260813,0,63,2955367702,alliance-seeker,truncated,0,2400,0,78,0,0,2017,37,21317
orc-gated-seeker,w109-alliance-v1,20260813,0,64,1314836167,alliance-seeker,stagnated,3,268,0,0,0,0,0,0,38
orc-gated-seeker,w109-alliance-v1,20260813,0,65,3969271928,alliance-seeker,ascended,2,1682,0,118,0,0,9192,154,2614
orc-gated-seeker,w109-alliance-v1,20260813,0,66,2328740393,alliance-seeker,stagnated,3,105,0,0,0,0,0,0,24
orc-gated-seeker,w109-alliance-v1,20260813,0,67,688208858,alliance-seeker,ascended,2,2162,0,116,0,0,2947,42,14242
orc-gated-seeker,w109-alliance-v1,20260813,0,68,3342644619,alliance-seeker,ascended,2,1922,1,103,0,0,2902,51,8563
orc-gated-seeker,w109-alliance-v1,20260813,0,69,1702113084,alliance-seeker,stagnated,3,302,0,0,0,0,0,0,47
orc-gated-seeker,w109-alliance-v1,20260813,0,70,61581549,alliance-seeker,ascended,2,1682,0,99,0,0,9624,325,997
orc-gated-seeker,w109-alliance-v1,20260813,0,71,2716017310,alliance-seeker,truncated,0,2400,0,108,0,0,1828,35,23124
orc-gated-seeker,w109-alliance-v1,20260813,0,72,1075485775,alliance-seeker,stagnated,3,573,0,0,0,0,0,0,51
orc-gated-seeker,w109-alliance-v1,20260813,0,73,3729921536,alliance-seeker,ascended,2,1922,0,106,0,0,1868,42,11933
orc-gated-seeker,w109-alliance-v1,20260813,0,74,2089390001,alliance-seeker,ascended,2,2162,0,125,0,0,14172,326,2342
orc-gated-seeker,w109-alliance-v1,20260813,0,75,448858466,alliance-seeker,stagnated,3,111,0,0,0,0,0,0,17
orc-gated-seeker,w109-alliance-v1,20260813,0,76,3103294227,alliance-seeker,stagnated,3,369,0,0,0,0,0,0,61
orc-gated-seeker,w109-alliance-v1,20260813,0,77,1462762692,alliance-seeker,ascended,2,1922,0,114,0,0,3169,55,9132
orc-gated-seeker,w109-alliance-v1,20260813,0,78,4117198453,alliance-seeker,truncated,0,2400,0,71,0,0,1662,33,20752
orc-gated-seeker,w109-alliance-v1,20260813,0,79,2476666918,alliance-seeker,ascended,2,1922,0,117,0,0,2384,43,9767
orc-gated-seeker,w109-alliance-v1,20260813,0,80,836135383,alliance-seeker,ascended,2,1922,0,111,0,0,1917,41,11357
orc-gated-seeker,w109-alliance-v1,20260813,0,81,3490571144,alliance-seeker,ascended,2,1922,0,111,0,0,2475,44,10699
orc-gated-seeker,w109-alliance-v1,20260813,0,82,1850039609,alliance-seeker,ascended,2,1922,0,129,0,0,10887,260,2221
orc-gated-seeker,w109-alliance-v1,20260813,0,83,209508074,alliance-seeker,ascended,2,1682,0,112,0,0,4338,60,5831
orc-gated-seeker,w109-alliance-v1,20260813,0,84,2863943835,alliance-seeker,ascended,2,1922,0,123,0,0,2947,41,12132
orc-gated-seeker,w109-alliance-v1,20260813,0,85,1223412300,alliance-seeker,truncated,0,2400,0,48,0,0,84,31,20585
orc-gated-seeker,w109-alliance-v1,20260813,0,86,3877848061,alliance-seeker,ascended,2,1682,0,112,0,0,4686,57,7590
orc-gated-seeker,w109-alliance-v1,20260813,0,87,2237316526,alliance-seeker,truncated,0,2400,0,97,0,0,2018,31,22291
orc-gated-seeker,w109-alliance-v1,20260813,0,88,596784991,alliance-seeker,truncated,0,2400,0,98,0,0,2482,35,22326
orc-gated-seeker,w109-alliance-v1,20260813,0,89,3251220752,alliance-seeker,ascended,2,1922,0,113,0,0,2797,37,13700
orc-gated-seeker,w109-alliance-v1,20260813,0,90,1610689217,alliance-seeker,truncated,0,2400,0,90,0,0,3018,38,21679
orc-gated-seeker,w109-alliance-v1,20260813,0,91,4265124978,alliance-seeker,stagnated,3,397,0,0,0,0,0,0,53
orc-gated-seeker,w109-alliance-v1,20260813,0,92,2624593443,alliance-seeker,ascended,2,1922,0,112,0,0,3263,57,6412
orc-gated-seeker,w109-alliance-v1,20260813,0,93,984061908,alliance-seeker,ascended,2,1682,0,111,0,0,2420,54,7725
orc-gated-seeker,w109-alliance-v1,20260813,0,94,3638497669,alliance-seeker,truncated,0,2400,0,72,0,0,1885,34,23197
orc-gated-seeker,w109-alliance-v1,20260813,0,95,1997966134,alliance-seeker,truncated,0,2400,0,91,0,0,2181,36,22973
orc-gated-seeker,w109-alliance-v1,20260813,0,96,357434599,alliance-seeker,stagnated,3,323,0,0,0,0,0,0,44
orc-gated-seeker,w109-alliance-v1,20260813,0,97,3011870360,alliance-seeker,stagnated,3,569,0,0,0,0,0,0,33
orc-gated-seeker,w109-alliance-v1,20260813,0,98,1371338825,alliance-seeker,stagnated,3,464,0,0,0,0,0,0,64
orc-gated-seeker,w109-alliance-v1,20260813,0,99,4025774586,alliance-seeker,ascended,2,1922,0,119,0,0,4915,59,6770
orc-gated-abstainer,w109-alliance-v1,20260813,0,0,3229639303,alliance-abstainer,ascended,2,1682,0,104,0,0,3241,44,9193
orc-gated-abstainer,w109-alliance-v1,20260813,0,1,1589107768,alliance-abstainer,truncated,0,2400,0,79,0,0,1920,38,20342
orc-gated-abstainer,w109-alliance-v1,20260813,0,2,4243543529,alliance-abstainer,ascended,2,1922,0,106,0,0,2634,43,12832
orc-gated-abstainer,w109-alliance-v1,20260813,0,3,2603011994,alliance-abstainer,stagnated,3,369,0,0,0,0,0,0,50
orc-gated-abstainer,w109-alliance-v1,20260813,0,4,962480459,alliance-abstainer,ascended,2,1682,0,107,0,0,3761,59,5650
orc-gated-abstainer,w109-alliance-v1,20260813,0,5,3616916220,alliance-abstainer,stagnated,3,363,0,0,0,0,0,0,64
orc-gated-abstainer,w109-alliance-v1,20260813,0,6,1976384685,alliance-abstainer,ascended,2,1922,0,108,0,0,1952,46,10940
orc-gated-abstainer,w109-alliance-v1,20260813,0,7,335853150,alliance-abstainer,truncated,0,2400,0,106,0,0,2193,37,23367
orc-gated-abstainer,w109-alliance-v1,20260813,0,8,2990288911,alliance-abstainer,ascended,2,1682,0,125,0,0,2682,63,5259
orc-gated-abstainer,w109-alliance-v1,20260813,0,9,1349757376,alliance-abstainer,truncated,0,2400,0,90,0,0,1843,35,20137
orc-gated-abstainer,w109-alliance-v1,20260813,0,10,4004193137,alliance-abstainer,stagnated,3,238,0,0,0,0,0,0,26
orc-gated-abstainer,w109-alliance-v1,20260813,0,11,2363661602,alliance-abstainer,truncated,0,2400,0,74,0,0,1420,33,23129
orc-gated-abstainer,w109-alliance-v1,20260813,0,12,723130067,alliance-abstainer,stagnated,3,246,0,0,0,0,0,0,47
orc-gated-abstainer,w109-alliance-v1,20260813,0,13,3377565828,alliance-abstainer,ascended,2,1922,0,109,0,0,2884,44,9758
orc-gated-abstainer,w109-alliance-v1,20260813,0,14,1737034293,alliance-abstainer,stagnated,3,407,0,2,2,2,2,0,58
orc-gated-abstainer,w109-alliance-v1,20260813,0,15,96502758,alliance-abstainer,ascended,2,1922,0,105,0,0,1810,47,9742
orc-gated-abstainer,w109-alliance-v1,20260813,0,16,2750938519,alliance-abstainer,ascended,2,1682,0,100,0,0,3375,55,6010
orc-gated-abstainer,w109-alliance-v1,20260813,0,17,1110406984,alliance-abstainer,truncated,0,2400,0,70,0,0,1389,34,22589
orc-gated-abstainer,w109-alliance-v1,20260813,0,18,3764842745,alliance-abstainer,ascended,2,1922,0,120,0,0,15579,432,1550
orc-gated-abstainer,w109-alliance-v1,20260813,0,19,2124311210,alliance-abstainer,ascended,2,1922,0,105,0,0,5346,64,7126
orc-gated-abstainer,w109-alliance-v1,20260813,0,20,483779675,alliance-abstainer,stagnated,3,438,0,0,0,0,0,0,54
orc-gated-abstainer,w109-alliance-v1,20260813,0,21,3138215436,alliance-abstainer,stagnated,3,128,0,0,0,0,0,0,19
orc-gated-abstainer,w109-alliance-v1,20260813,0,22,1497683901,alliance-abstainer,ascended,2,1922,0,124,0,0,23398,532,600
orc-gated-abstainer,w109-alliance-v1,20260813,0,23,4152119662,alliance-abstainer,truncated,0,2400,0,109,0,0,1050,32,23421
orc-gated-abstainer,w109-alliance-v1,20260813,0,24,2511588127,alliance-abstainer,ascended,2,1922,0,111,0,0,3105,47,11635
orc-gated-abstainer,w109-alliance-v1,20260813,0,25,871056592,alliance-abstainer,stagnated,3,85,0,0,0,0,0,0,23
orc-gated-abstainer,w109-alliance-v1,20260813,0,26,3525492353,alliance-abstainer,ascended,2,1922,0,107,0,0,2210,42,10738
orc-gated-abstainer,w109-alliance-v1,20260813,0,27,1884960818,alliance-abstainer,ascended,2,1922,0,109,0,0,2690,49,6361
orc-gated-abstainer,w109-alliance-v1,20260813,0,28,244429283,alliance-abstainer,truncated,0,2400,0,88,0,0,1873,35,21231
orc-gated-abstainer,w109-alliance-v1,20260813,0,29,2898865044,alliance-abstainer,ascended,2,2162,0,106,0,0,2100,37,16235
orc-gated-abstainer,w109-alliance-v1,20260813,0,30,1258333509,alliance-abstainer,stagnated,3,364,0,0,0,0,0,0,22
orc-gated-abstainer,w109-alliance-v1,20260813,0,31,3912769270,alliance-abstainer,stagnated,3,369,0,0,0,0,0,0,58
orc-gated-abstainer,w109-alliance-v1,20260813,0,32,2272237735,alliance-abstainer,ascended,2,1682,0,109,0,0,3741,62,4887
