family,arm,level,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,referenceNodesKnown,referenceNodesGained,referenceNodesGainedFinalQuarter,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation,referencePopulationChange,referencePeakPopulation
species,elf,4,integration-r2-species-v1,20260811,0,97,2505730761,worship-maximizer,stagnated,3,1583,51,50,0,51,295,346,1,31,19,33
species,elf,4,integration-r2-species-v1,20260811,0,98,865199226,idle-then-declare,stagnated,3,1847,51,50,0,51,401,553,3,53,41,53
species,elf,4,integration-r2-species-v1,20260811,0,99,3519634987,permit-then-idle,ascended,2,1442,142,141,19,0,0,267,2,25,13,25
species,gnome,8,integration-r2-species-v1,20260811,0,0,2723499704,passive-control,stagnated,3,1075,49,48,0,49,224,420,4,105,93,105
species,gnome,8,integration-r2-species-v1,20260811,0,1,1082968169,uniform-random-legal,stagnated,3,563,4,3,-41,0,4,4,0,69,57,69
species,gnome,8,integration-r2-species-v1,20260811,0,2,3737403930,permissive-breadth,ascended,2,1202,158,157,22,0,0,464,3,399,387,399
species,gnome,8,integration-r2-species-v1,20260811,0,3,2096872395,narrow-depth,stagnated,3,575,5,4,0,5,141,151,2,79,67,79
species,gnome,8,integration-r2-species-v1,20260811,0,4,456340860,denial-warden,stagnated,3,558,0,-1,0,0,0,0,3,59,47,59
species,gnome,8,integration-r2-species-v1,20260811,0,5,3110776621,archivist,stagnated,3,926,49,48,0,47,47,194,3,148,136,148
species,gnome,8,integration-r2-species-v1,20260811,0,6,1470245086,portal-rush,stagnated,3,189,4,3,0,0,4,4,0,13,1,14
species,gnome,8,integration-r2-species-v1,20260811,0,7,4124680847,worship-maximizer,stagnated,3,972,49,48,0,0,0,147,3,93,81,93
species,gnome,8,integration-r2-species-v1,20260811,0,8,2484149312,idle-then-declare,stagnated,3,1073,49,48,0,0,0,147,3,324,312,324
species,gnome,8,integration-r2-species-v1,20260811,0,9,843617777,permit-then-idle,ascended,2,1202,167,166,28,0,0,632,4,615,603,615
species,gnome,8,integration-r2-species-v1,20260811,0,10,3498053538,passive-control,stagnated,3,1076,49,48,0,0,0,147,3,279,267,279
species,gnome,8,integration-r2-species-v1,20260811,0,11,1857522003,uniform-random-legal,truncated,0,2400,61,60,4,49,178,5608,290,13297,13285,13297
species,gnome,8,integration-r2-species-v1,20260811,0,12,216990468,permissive-breadth,truncated,0,2400,100,99,52,0,0,3067,35,11465,11453,11465
species,gnome,8,integration-r2-species-v1,20260811,0,13,2871426229,narrow-depth,stagnated,3,534,3,2,0,0,0,12,4,41,29,41
species,gnome,8,integration-r2-species-v1,20260811,0,14,1230894694,denial-warden,stagnated,3,576,0,-1,0,0,0,0,3,53,41,53
species,gnome,8,integration-r2-species-v1,20260811,0,15,3885330455,archivist,stagnated,3,1026,49,48,0,0,0,98,2,338,326,338
species,gnome,8,integration-r2-species-v1,20260811,0,16,2244798920,portal-rush,stagnated,3,318,4,3,-28,0,4,4,0,39,27,39
species,gnome,8,integration-r2-species-v1,20260811,0,17,604267385,worship-maximizer,stagnated,3,964,49,48,0,0,0,147,3,170,158,170
species,gnome,8,integration-r2-species-v1,20260811,0,18,3258703146,idle-then-declare,stagnated,3,1073,49,48,0,0,0,147,3,188,176,188
species,gnome,8,integration-r2-species-v1,20260811,0,19,1618171611,permit-then-idle,ascended,2,1202,164,163,25,0,0,627,4,489,477,489
species,gnome,8,integration-r2-species-v1,20260811,0,20,4272607372,passive-control,stagnated,3,1072,49,48,0,0,0,98,2,270,258,270
species,gnome,8,integration-r2-species-v1,20260811,0,21,2632075837,uniform-random-legal,stagnated,3,1033,49,48,0,49,102,200,2,211,199,211
species,gnome,8,integration-r2-species-v1,20260811,0,22,991544302,permissive-breadth,ascended,2,1202,161,160,22,0,0,468,3,311,299,311
species,gnome,8,integration-r2-species-v1,20260811,0,23,3645980063,narrow-depth,stagnated,3,534,3,2,0,0,0,12,4,46,34,46
species,gnome,8,integration-r2-species-v1,20260811,0,24,2005448528,denial-warden,stagnated,3,564,0,-1,0,0,0,0,3,39,27,39
species,gnome,8,integration-r2-species-v1,20260811,0,25,364916993,archivist,stagnated,3,960,49,48,0,0,0,147,3,125,113,125
species,gnome,8,integration-r2-species-v1,20260811,0,26,3019352754,portal-rush,stagnated,3,333,4,3,-30,0,4,4,0,27,15,27
species,gnome,8,integration-r2-species-v1,20260811,0,27,1378821219,worship-maximizer,stagnated,3,963,49,48,0,0,0,147,3,239,227,239
species,gnome,8,integration-r2-species-v1,20260811,0,28,4033256980,idle-then-declare,stagnated,3,1075,49,48,0,0,0,147,3,362,350,362
species,gnome,8,integration-r2-species-v1,20260811,0,29,2392725445,permit-then-idle,ascended,2,1202,162,161,24,0,0,323,2,360,348,360
species,gnome,8,integration-r2-species-v1,20260811,0,30,752193910,passive-control,stagnated,3,1074,49,48,0,40,193,389,4,270,258,270
species,gnome,8,integration-r2-species-v1,20260811,0,31,3406629671,uniform-random-legal,stagnated,3,1140,53,52,0,22,26,124,2,184,172,184
species,gnome,8,integration-r2-species-v1,20260811,0,32,1766098136,permissive-breadth,ascended,2,1202,167,166,22,0,0,471,3,289,277,289
species,gnome,8,integration-r2-species-v1,20260811,0,33,125566601,narrow-depth,stagnated,3,579,5,4,0,0,0,15,3,50,38,50
species,gnome,8,integration-r2-species-v1,20260811,0,34,2780002362,denial-warden,stagnated,3,576,0,-1,0,0,0,0,3,106,94,106
species,gnome,8,integration-r2-species-v1,20260811,0,35,1139470827,archivist,stagnated,3,920,49,48,0,0,0,98,2,55,43,55
species,gnome,8,integration-r2-species-v1,20260811,0,36,3793906588,portal-rush,stagnated,3,325,4,3,-24,0,4,4,0,23,11,23
species,gnome,8,integration-r2-species-v1,20260811,0,37,2153375053,worship-maximizer,stagnated,3,966,49,48,0,49,227,423,4,237,225,237
species,gnome,8,integration-r2-species-v1,20260811,0,38,512843518,idle-then-declare,stagnated,3,1072,49,48,0,49,217,364,3,162,150,162
species,gnome,8,integration-r2-species-v1,20260811,0,39,3167279279,permit-then-idle,ascended,2,1202,159,158,22,0,0,311,2,195,183,195
species,gnome,8,integration-r2-species-v1,20260811,0,40,1526747744,passive-control,stagnated,3,1074,49,48,0,49,359,506,3,301,289,301
species,gnome,8,integration-r2-species-v1,20260811,0,41,4181183505,uniform-random-legal,truncated,0,2400,61,60,0,0,56,6129,330,17613,17601,17613
species,gnome,8,integration-r2-species-v1,20260811,0,42,2540651970,permissive-breadth,ascended,2,1202,165,164,29,0,0,504,5,623,611,623
species,gnome,8,integration-r2-species-v1,20260811,0,43,900120435,narrow-depth,stagnated,3,534,3,2,0,3,102,114,4,42,30,42
species,gnome,8,integration-r2-species-v1,20260811,0,44,3554556196,denial-warden,stagnated,3,565,0,-1,0,0,0,0,3,70,58,70
species,gnome,8,integration-r2-species-v1,20260811,0,45,1914024661,archivist,stagnated,3,952,49,48,0,49,224,420,4,216,204,216
species,gnome,8,integration-r2-species-v1,20260811,0,46,273493126,portal-rush,stagnated,3,325,4,3,-24,0,4,4,0,33,21,33
species,gnome,8,integration-r2-species-v1,20260811,0,47,2927928887,worship-maximizer,stagnated,3,960,49,48,0,42,200,347,3,325,313,325
species,gnome,8,integration-r2-species-v1,20260811,0,48,1287397352,idle-then-declare,stagnated,3,1075,49,48,0,49,333,480,3,198,186,198
species,gnome,8,integration-r2-species-v1,20260811,0,49,3941833113,permit-then-idle,ascended,2,1202,167,166,28,0,0,632,4,225,213,225
species,gnome,8,integration-r2-species-v1,20260811,0,50,2301301578,passive-control,stagnated,3,1073,49,48,0,0,0,98,2,289,277,289
species,gnome,8,integration-r2-species-v1,20260811,0,51,660770043,uniform-random-legal,stagnated,3,1007,49,48,0,49,199,346,3,368,356,368
species,gnome,8,integration-r2-species-v1,20260811,0,52,3315205804,permissive-breadth,ascended,2,1202,164,163,27,0,0,318,2,392,380,392
species,gnome,8,integration-r2-species-v1,20260811,0,53,1674674269,narrow-depth,stagnated,3,579,5,4,0,0,0,10,2,61,49,61
species,gnome,8,integration-r2-species-v1,20260811,0,54,34142734,denial-warden,stagnated,3,567,0,-1,0,0,0,0,2,70,58,70
species,gnome,8,integration-r2-species-v1,20260811,0,55,2688578495,archivist,stagnated,3,939,49,48,0,49,218,316,2,97,85,97
species,gnome,8,integration-r2-species-v1,20260811,0,56,1048046960,portal-rush,stagnated,3,325,4,3,-31,0,4,4,0,37,25,37
species,gnome,8,integration-r2-species-v1,20260811,0,57,3702482721,worship-maximizer,stagnated,3,967,49,48,0,0,0,147,3,179,167,179
species,gnome,8,integration-r2-species-v1,20260811,0,58,2061951186,idle-then-declare,stagnated,3,1074,49,48,0,49,226,422,4,139,127,139
species,gnome,8,integration-r2-species-v1,20260811,0,59,421419651,permit-then-idle,ascended,2,1202,168,167,22,0,0,316,2,364,352,364
species,gnome,8,integration-r2-species-v1,20260811,0,60,3075855412,passive-control,stagnated,3,1077,49,48,0,49,201,348,3,242,230,242
species,gnome,8,integration-r2-species-v1,20260811,0,61,1435323877,uniform-random-legal,stagnated,3,295,4,3,-31,0,4,4,0,24,12,24
species,gnome,8,integration-r2-species-v1,20260811,0,62,4089759638,permissive-breadth,ascended,2,1202,158,157,22,0,0,310,2,415,403,415
species,gnome,8,integration-r2-species-v1,20260811,0,63,2449228103,narrow-depth,stagnated,3,579,5,4,0,0,0,10,2,31,19,31
species,gnome,8,integration-r2-species-v1,20260811,0,64,808696568,denial-warden,stagnated,3,576,0,-1,0,0,0,0,3,47,35,47
species,gnome,8,integration-r2-species-v1,20260811,0,65,3463132329,archivist,truncated,0,2400,49,48,0,0,0,6095,1435,16948,16936,16948
species,gnome,8,integration-r2-species-v1,20260811,0,66,1822600794,portal-rush,stagnated,3,325,4,3,-31,0,4,4,0,26,14,26
species,gnome,8,integration-r2-species-v1,20260811,0,67,182069259,worship-maximizer,stagnated,3,965,49,48,0,0,0,98,2,207,195,207
species,gnome,8,integration-r2-species-v1,20260811,0,68,2836505020,idle-then-declare,stagnated,3,1074,49,48,0,49,198,296,2,378,366,378
species,gnome,8,integration-r2-species-v1,20260811,0,69,1195973485,permit-then-idle,ascended,2,1202,160,159,22,0,0,465,3,616,604,616
species,gnome,8,integration-r2-species-v1,20260811,0,70,3850409246,passive-control,stagnated,3,1075,49,48,0,0,0,49,1,331,319,331
species,gnome,8,integration-r2-species-v1,20260811,0,71,2209877711,uniform-random-legal,truncated,0,2400,61,60,6,18,58,6135,310,18832,18820,18832
species,gnome,8,integration-r2-species-v1,20260811,0,72,569346176,permissive-breadth,ascended,2,1202,168,167,22,0,0,626,4,402,390,402
species,gnome,8,integration-r2-species-v1,20260811,0,73,3223781937,narrow-depth,stagnated,3,534,3,2,0,0,0,9,3,63,51,63
species,gnome,8,integration-r2-species-v1,20260811,0,74,1583250402,denial-warden,stagnated,3,563,0,-1,0,0,0,0,4,55,43,55
species,gnome,8,integration-r2-species-v1,20260811,0,75,4237686163,archivist,stagnated,3,929,49,48,0,0,0,196,4,169,157,169
species,gnome,8,integration-r2-species-v1,20260811,0,76,2597154628,portal-rush,stagnated,3,341,4,3,-29,0,4,4,0,22,10,22
species,gnome,8,integration-r2-species-v1,20260811,0,77,956623093,worship-maximizer,stagnated,3,968,49,48,0,42,90,188,2,166,154,166
species,gnome,8,integration-r2-species-v1,20260811,0,78,3611058854,idle-then-declare,stagnated,3,1070,49,48,0,49,195,342,3,281,269,281
species,gnome,8,integration-r2-species-v1,20260811,0,79,1970527319,permit-then-idle,truncated,0,2400,131,130,-67,0,0,3848,41,12536,12524,12536
species,gnome,8,integration-r2-species-v1,20260811,0,80,329995784,passive-control,stagnated,3,1075,49,48,0,0,0,147,3,194,182,194
species,gnome,8,integration-r2-species-v1,20260811,0,81,2984431545,uniform-random-legal,truncated,0,2400,61,60,5,0,36,5673,313,15195,15183,15195
species,gnome,8,integration-r2-species-v1,20260811,0,82,1343900010,permissive-breadth,ascended,2,1202,165,164,25,0,0,319,2,654,642,654
species,gnome,8,integration-r2-species-v1,20260811,0,83,3998335771,narrow-depth,stagnated,3,579,5,4,0,0,0,5,1,79,67,79
species,gnome,8,integration-r2-species-v1,20260811,0,84,2357804236,denial-warden,stagnated,3,566,0,-1,0,0,0,0,3,81,69,81
species,gnome,8,integration-r2-species-v1,20260811,0,85,717272701,archivist,stagnated,3,888,49,48,0,0,0,196,4,100,88,100
species,gnome,8,integration-r2-species-v1,20260811,0,86,3371708462,portal-rush,stagnated,3,327,4,3,-27,0,4,4,0,34,22,34
species,gnome,8,integration-r2-species-v1,20260811,0,87,1731176927,worship-maximizer,stagnated,3,967,49,48,0,0,0,147,3,286,274,286
species,gnome,8,integration-r2-species-v1,20260811,0,88,90645392,idle-then-declare,stagnated,3,665,7,6,-36,7,7,7,0,112,100,112
species,gnome,8,integration-r2-species-v1,20260811,0,89,2745081153,permit-then-idle,ascended,2,1202,167,166,29,0,0,630,4,509,497,509
species,gnome,8,integration-r2-species-v1,20260811,0,90,1104549618,passive-control,stagnated,3,1072,49,48,0,0,0,148,3,359,347,359
species,gnome,8,integration-r2-species-v1,20260811,0,91,3758985379,uniform-random-legal,stagnated,3,496,4,3,-43,0,4,4,0,47,35,47
species,gnome,8,integration-r2-species-v1,20260811,0,92,2118453844,permissive-breadth,ascended,2,1202,168,167,29,0,0,470,3,294,282,294
species,gnome,8,integration-r2-species-v1,20260811,0,93,477922309,narrow-depth,stagnated,3,533,3,2,0,0,0,12,4,64,52,64
species,gnome,8,integration-r2-species-v1,20260811,0,94,3132358070,denial-warden,stagnated,3,576,0,-1,0,0,0,0,3,35,23,35
species,gnome,8,integration-r2-species-v1,20260811,0,95,1491826535,archivist,stagnated,3,912,49,48,0,0,0,147,3,118,106,118
species,gnome,8,integration-r2-species-v1,20260811,0,96,4146262296,portal-rush,stagnated,3,325,4,3,-30,0,4,4,0,28,16,28
species,gnome,8,integration-r2-species-v1,20260811,0,97,2505730761,worship-maximizer,stagnated,3,965,49,48,0,49,198,247,1,219,207,219
species,gnome,8,integration-r2-species-v1,20260811,0,98,865199226,idle-then-declare,stagnated,3,1075,49,48,0,49,218,365,3,264,252,264
species,gnome,8,integration-r2-species-v1,20260811,0,99,3519634987,permit-then-idle,truncated,0,2400,239,238,25,0,0,4332,47,13520,13508,13520
species,human,16,integration-r2-species-v1,20260811,0,0,2723499704,passive-control,stagnated,3,733,0,-1,-42,0,0,0,0,48,36,48
species,human,16,integration-r2-species-v1,20260811,0,1,1082968169,uniform-random-legal,stagnated,3,630,25,24,-17,25,25,25,0,73,61,73
species,human,16,integration-r2-species-v1,20260811,0,2,3737403930,permissive-breadth,stagnated,3,689,0,-1,-90,0,0,0,0,64,52,65
species,human,16,integration-r2-species-v1,20260811,0,3,2096872395,narrow-depth,stagnated,3,526,5,4,0,5,38,68,6,116,104,116
species,human,16,integration-r2-species-v1,20260811,0,4,456340860,denial-warden,stagnated,3,568,0,-1,0,0,0,0,2,41,29,41
species,human,16,integration-r2-species-v1,20260811,0,5,3110776621,archivist,truncated,0,2400,47,46,3,0,0,6144,938,420,408,650
species,human,16,integration-r2-species-v1,20260811,0,6,1470245086,portal-rush,truncated,0,2400,40,39,12,0,16,4090,166,6870,6858,6870
species,human,16,integration-r2-species-v1,20260811,0,7,4124680847,worship-maximizer,truncated,0,2400,41,40,16,0,0,4212,154,8980,8968,8980
species,human,16,integration-r2-species-v1,20260811,0,8,2484149312,idle-then-declare,stagnated,3,589,0,-1,-39,0,0,0,0,54,42,54
species,human,16,integration-r2-species-v1,20260811,0,9,843617777,permit-then-idle,truncated,0,2400,127,126,8,0,0,7328,128,15941,15929,15941
species,human,16,integration-r2-species-v1,20260811,0,10,3498053538,passive-control,truncated,0,2400,48,47,3,0,0,4019,146,12829,12817,12829
species,human,16,integration-r2-species-v1,20260811,0,11,1857522003,uniform-random-legal,truncated,0,2400,61,60,7,0,44,6188,744,360,348,518
species,human,16,integration-r2-species-v1,20260811,0,12,216990468,permissive-breadth,ascended,2,1682,103,102,5,0,0,11431,236,966,954,966
species,human,16,integration-r2-species-v1,20260811,0,13,2871426229,narrow-depth,stagnated,3,544,5,4,0,1,14,59,9,121,109,121
species,human,16,integration-r2-species-v1,20260811,0,14,1230894694,denial-warden,stagnated,3,570,0,-1,0,0,0,0,8,107,95,107
species,human,16,integration-r2-species-v1,20260811,0,15,3885330455,archivist,stagnated,3,327,0,-1,-31,0,0,0,0,29,17,29
species,human,16,integration-r2-species-v1,20260811,0,16,2244798920,portal-rush,truncated,0,2400,61,60,6,0,224,3768,128,12675,12663,12675
species,human,16,integration-r2-species-v1,20260811,0,17,604267385,worship-maximizer,stagnated,3,643,0,-1,-44,0,0,0,0,57,45,57
species,human,16,integration-r2-species-v1,20260811,0,18,3258703146,idle-then-declare,truncated,0,2400,47,46,9,0,0,4585,156,8258,8246,8258
species,human,16,integration-r2-species-v1,20260811,0,19,1618171611,permit-then-idle,ascended,2,2162,123,122,23,0,0,11309,172,6291,6279,6291
species,human,16,integration-r2-species-v1,20260811,0,20,4272607372,passive-control,truncated,0,2400,42,41,9,0,0,3845,146,10028,10016,10028
species,human,16,integration-r2-species-v1,20260811,0,21,2632075837,uniform-random-legal,stagnated,3,509,4,3,-31,0,4,4,0,60,48,60
species,human,16,integration-r2-species-v1,20260811,0,22,991544302,permissive-breadth,stagnated,3,347,0,-1,-54,0,0,0,0,30,18,30
species,human,16,integration-r2-species-v1,20260811,0,23,3645980063,narrow-depth,stagnated,3,543,5,4,0,4,62,67,1,51,39,51
species,human,16,integration-r2-species-v1,20260811,0,24,2005448528,denial-warden,stagnated,3,575,0,-1,0,0,0,0,3,94,82,94
species,human,16,integration-r2-species-v1,20260811,0,25,364916993,archivist,truncated,0,2400,47,46,5,0,0,6144,1025,455,443,666
species,human,16,integration-r2-species-v1,20260811,0,26,3019352754,portal-rush,stagnated,3,374,4,3,-22,0,4,4,0,36,24,36
species,human,16,integration-r2-species-v1,20260811,0,27,1378821219,worship-maximizer,truncated,0,2400,49,48,4,0,0,3952,138,9949,9937,9949
species,human,16,integration-r2-species-v1,20260811,0,28,4033256980,idle-then-declare,truncated,0,2400,48,47,6,0,0,4042,150,12438,12426,12438
species,human,16,integration-r2-species-v1,20260811,0,29,2392725445,permit-then-idle,truncated,0,2400,133,132,22,0,0,9163,151,11121,11109,11121
species,human,16,integration-r2-species-v1,20260811,0,30,752193910,passive-control,truncated,0,2400,45,44,4,0,0,4237,154,12306,12294,12306
species,human,16,integration-r2-species-v1,20260811,0,31,3406629671,uniform-random-legal,stagnated,3,376,4,3,-22,0,4,4,0,61,49,61
species,human,16,integration-r2-species-v1,20260811,0,32,1766098136,permissive-breadth,ascended,2,2162,130,129,29,0,0,10785,171,5291,5279,5291
species,human,16,integration-r2-species-v1,20260811,0,33,125566601,narrow-depth,stagnated,3,543,5,4,0,1,18,23,1,36,24,36
species,human,16,integration-r2-species-v1,20260811,0,34,2780002362,denial-warden,stagnated,3,567,0,-1,0,0,0,0,7,138,126,138
species,human,16,integration-r2-species-v1,20260811,0,35,1139470827,archivist,stagnated,3,665,0,-1,-39,0,0,0,0,77,65,77
species,human,16,integration-r2-species-v1,20260811,0,36,3793906588,portal-rush,stagnated,3,397,4,3,-24,0,4,4,0,21,9,22
species,human,16,integration-r2-species-v1,20260811,0,37,2153375053,worship-maximizer,stagnated,3,502,0,-1,-39,0,0,0,0,52,40,52
species,human,16,integration-r2-species-v1,20260811,0,38,512843518,idle-then-declare,truncated,0,2400,46,45,7,0,0,4044,146,9092,9080,9092
species,human,16,integration-r2-species-v1,20260811,0,39,3167279279,permit-then-idle,stagnated,3,645,0,-1,-84,0,0,0,0,28,16,28
species,human,16,integration-r2-species-v1,20260811,0,40,1526747744,passive-control,truncated,0,2400,45,44,10,0,0,3561,136,9173,9161,9173
species,human,16,integration-r2-species-v1,20260811,0,41,4181183505,uniform-random-legal,truncated,0,2400,61,60,0,0,64,6208,833,384,372,528
species,human,16,integration-r2-species-v1,20260811,0,42,2540651970,permissive-breadth,truncated,0,2400,117,116,33,0,0,9575,149,9603,9591,9603
species,human,16,integration-r2-species-v1,20260811,0,43,900120435,narrow-depth,stagnated,3,548,5,4,0,0,0,10,2,99,87,99
species,human,16,integration-r2-species-v1,20260811,0,44,3554556196,denial-warden,stagnated,3,565,0,-1,0,0,0,0,3,101,89,101
species,human,16,integration-r2-species-v1,20260811,0,45,1914024661,archivist,truncated,0,2400,47,46,5,0,0,6144,897,432,420,617
species,human,16,integration-r2-species-v1,20260811,0,46,273493126,portal-rush,stagnated,3,391,4,3,-24,0,4,4,0,28,16,28
species,human,16,integration-r2-species-v1,20260811,0,47,2927928887,worship-maximizer,truncated,0,2400,49,48,5,0,0,3964,144,12518,12506,12518
species,human,16,integration-r2-species-v1,20260811,0,48,1287397352,idle-then-declare,truncated,0,2400,48,47,4,0,0,4302,148,8458,8446,8458
species,human,16,integration-r2-species-v1,20260811,0,49,3941833113,permit-then-idle,truncated,0,2400,128,127,7,0,0,9636,153,14240,14228,14240
species,human,16,integration-r2-species-v1,20260811,0,50,2301301578,passive-control,truncated,0,2400,45,44,8,0,0,4541,158,8292,8280,8292
species,human,16,integration-r2-species-v1,20260811,0,51,660770043,uniform-random-legal,truncated,0,2400,61,60,0,0,56,6200,706,341,329,463
species,human,16,integration-r2-species-v1,20260811,0,52,3315205804,permissive-breadth,ascended,2,2162,121,120,27,0,0,11083,174,5518,5506,5518
species,human,16,integration-r2-species-v1,20260811,0,53,1674674269,narrow-depth,stagnated,3,673,5,4,0,3,63,83,4,110,98,110
species,human,16,integration-r2-species-v1,20260811,0,54,34142734,denial-warden,stagnated,3,568,0,-1,0,0,0,0,5,86,74,86
species,human,16,integration-r2-species-v1,20260811,0,55,2688578495,archivist,truncated,0,2400,44,43,12,1,1,6144,967,455,443,721
species,human,16,integration-r2-species-v1,20260811,0,56,1048046960,portal-rush,stagnated,3,381,4,3,-27,0,4,4,0,46,34,46
species,human,16,integration-r2-species-v1,20260811,0,57,3702482721,worship-maximizer,stagnated,3,476,0,-1,-36,0,0,0,0,53,41,53
species,human,16,integration-r2-species-v1,20260811,0,58,2061951186,idle-then-declare,truncated,0,2400,48,47,4,0,0,4175,149,10627,10615,10627
species,human,16,integration-r2-species-v1,20260811,0,59,421419651,permit-then-idle,truncated,0,2400,137,136,23,0,0,8345,137,11819,11807,11819
species,human,16,integration-r2-species-v1,20260811,0,60,3075855412,passive-control,truncated,0,2400,48,47,16,0,0,4503,148,11799,11787,11799
species,human,16,integration-r2-species-v1,20260811,0,61,1435323877,uniform-random-legal,stagnated,3,293,4,3,-25,0,4,4,0,36,24,36
species,human,16,integration-r2-species-v1,20260811,0,62,4089759638,permissive-breadth,truncated,0,2400,138,137,34,0,0,8635,140,12871,12859,12871
species,human,16,integration-r2-species-v1,20260811,0,63,2449228103,narrow-depth,stagnated,3,548,5,4,0,5,149,154,1,50,38,51
species,human,16,integration-r2-species-v1,20260811,0,64,808696568,denial-warden,stagnated,3,567,0,-1,0,0,0,0,2,23,11,23
species,human,16,integration-r2-species-v1,20260811,0,65,3463132329,archivist,truncated,0,2400,47,46,8,0,0,6144,811,406,394,538
species,human,16,integration-r2-species-v1,20260811,0,66,1822600794,portal-rush,stagnated,3,405,4,3,-25,0,4,4,0,20,8,21
species,human,16,integration-r2-species-v1,20260811,0,67,182069259,worship-maximizer,truncated,0,2400,48,47,6,0,0,4092,143,11174,11162,11174
species,human,16,integration-r2-species-v1,20260811,0,68,2836505020,idle-then-declare,truncated,0,2400,48,47,5,0,0,4499,154,8980,8968,8980
species,human,16,integration-r2-species-v1,20260811,0,69,1195973485,permit-then-idle,ascended,2,1922,139,138,21,0,0,11989,182,3926,3914,3926
species,human,16,integration-r2-species-v1,20260811,0,70,3850409246,passive-control,truncated,0,2400,47,46,11,0,0,4047,148,10478,10466,10478
species,human,16,integration-r2-species-v1,20260811,0,71,2209877711,uniform-random-legal,truncated,0,2400,61,60,4,0,56,6200,695,312,300,454
species,human,16,integration-r2-species-v1,20260811,0,72,569346176,permissive-breadth,truncated,0,2400,141,140,17,0,0,9024,147,6225,6213,6225
species,human,16,integration-r2-species-v1,20260811,0,73,3223781937,narrow-depth,stagnated,3,542,5,4,0,2,44,89,9,112,100,112
species,human,16,integration-r2-species-v1,20260811,0,74,1583250402,denial-warden,stagnated,3,569,0,-1,0,0,0,0,2,76,64,76
species,human,16,integration-r2-species-v1,20260811,0,75,4237686163,archivist,truncated,0,2400,45,44,9,0,0,6144,952,439,427,603
species,human,16,integration-r2-species-v1,20260811,0,76,2597154628,portal-rush,stagnated,3,383,4,3,-24,0,4,4,0,57,45,57
species,human,16,integration-r2-species-v1,20260811,0,77,956623093,worship-maximizer,truncated,0,2400,48,47,7,0,0,4796,163,7479,7467,7479
species,human,16,integration-r2-species-v1,20260811,0,78,3611058854,idle-then-declare,truncated,0,2400,48,47,4,0,0,4827,164,8391,8379,8391
species,human,16,integration-r2-species-v1,20260811,0,79,1970527319,permit-then-idle,truncated,0,2400,112,111,32,0,0,9194,155,9496,9484,9496
species,human,16,integration-r2-species-v1,20260811,0,80,329995784,passive-control,truncated,0,2400,46,45,9,0,0,4669,159,7562,7550,7562
species,human,16,integration-r2-species-v1,20260811,0,81,2984431545,uniform-random-legal,truncated,0,2400,61,60,3,0,56,6200,700,363,351,478
species,human,16,integration-r2-species-v1,20260811,0,82,1343900010,permissive-breadth,stagnated,3,306,0,-1,-45,0,0,0,0,33,21,33
species,human,16,integration-r2-species-v1,20260811,0,83,3998335771,narrow-depth,stagnated,3,544,5,4,0,0,0,10,2,74,62,74
species,human,16,integration-r2-species-v1,20260811,0,84,2357804236,denial-warden,stagnated,3,567,0,-1,0,0,0,0,2,77,65,77
species,human,16,integration-r2-species-v1,20260811,0,85,717272701,archivist,truncated,0,2400,36,35,12,0,0,6144,936,411,399,630
species,human,16,integration-r2-species-v1,20260811,0,86,3371708462,portal-rush,truncated,0,2400,57,56,2,0,384,3214,115,13381,13369,13381
species,human,16,integration-r2-species-v1,20260811,0,87,1731176927,worship-maximizer,truncated,0,2400,49,48,0,0,0,3845,137,11401,11389,11401
species,human,16,integration-r2-species-v1,20260811,0,88,90645392,idle-then-declare,truncated,0,2400,49,48,9,0,0,4256,146,12673,12661,12673
species,human,16,integration-r2-species-v1,20260811,0,89,2745081153,permit-then-idle,ascended,2,2162,122,121,26,0,0,10880,174,4399,4387,4399
species,human,16,integration-r2-species-v1,20260811,0,90,1104549618,passive-control,stagnated,3,677,0,-1,-41,0,0,0,0,73,61,73
species,human,16,integration-r2-species-v1,20260811,0,91,3758985379,uniform-random-legal,truncated,0,2400,55,54,9,0,56,6200,766,382,370,503
species,human,16,integration-r2-species-v1,20260811,0,92,2118453844,permissive-breadth,truncated,0,2400,126,125,17,0,0,9747,153,10278,10266,10278
species,human,16,integration-r2-species-v1,20260811,0,93,477922309,narrow-depth,stagnated,3,543,5,4,0,5,143,158,3,56,44,56
species,human,16,integration-r2-species-v1,20260811,0,94,3132358070,denial-warden,stagnated,3,570,0,-1,0,0,0,0,1,71,59,71
species,human,16,integration-r2-species-v1,20260811,0,95,1491826535,archivist,stagnated,3,701,0,-1,-39,0,0,0,0,55,43,56
species,human,16,integration-r2-species-v1,20260811,0,96,4146262296,portal-rush,stagnated,3,383,4,3,-27,0,4,4,0,28,16,28
species,human,16,integration-r2-species-v1,20260811,0,97,2505730761,worship-maximizer,truncated,0,2400,44,43,6,0,0,3871,147,10699,10687,10699
species,human,16,integration-r2-species-v1,20260811,0,98,865199226,idle-then-declare,truncated,0,2400,43,42,13,0,0,4523,160,6514,6502,6514
